ID,plan_start_date,plan_end_date,plan_id,Price,period,next_start,plan_duration,daily_price,days_in_plan
1136,31/08/22,30/11/22,Basic,$1299,quarterly,01/09/22,91,14.27472527,0
1136,01/09/22,01/12/22,Standard,$2999,quarterly,25/11/22,91,32.95604396,84
1136,25/11/22,25/11/23,Standard,$4499.5,yearly,,365,12.32739726,113
1170,08/11/22,07/02/23,Standard,$3999,quarterly,,91,43.94505495,91
1192,19/10/22,18/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
1199,18/01/22,18/01/23,Standard,$6999,yearly,,365,19.17534247,365
1320,09/07/22,08/10/22,Basic,$799,quarterly,,91,8.78021978,91
1355,07/03/22,06/06/22,Standard,$2499,quarterly,09/06/22,91,27.46153846,91
1355,09/06/22,08/09/22,Standard,$2499,quarterly,,91,27.46153846,91
1359,02/08/21,02/08/22,Standard,$4999,yearly,02/08/22,365,13.69589041,364
1359,02/08/22,02/08/23,Standard,$8999,yearly,,365,24.65479452,228
1392,03/06/21,03/06/22,Standard,$4999,yearly,,365,13.69589041,365
1422,02/03/22,02/03/23,Basic,$1999,yearly,,365,5.476712329,365
1433,23/10/21,22/01/22,Standard,$2499,quarterly,,91,27.46153846,91
1443,10/02/22,12/05/22,Basic,$699,quarterly,17/07/22,91,7.681318681,91
1443,17/07/22,16/10/22,Basic,$1299,quarterly,,91,14.27472527,91
1510,08/01/23,08/04/23,Basic,$1599,quarterly,,90,17.76666667,69
1541,04/06/21,04/06/22,Standard,$4999,yearly,,365,13.69589041,365
1559,08/08/22,07/11/22,Basic,$1299,quarterly,,91,14.27472527,91
1572,21/07/22,21/07/23,Standard,$8999,yearly,,365,24.65479452,240
1595,20/10/21,19/01/22,Standard,$2499,quarterly,20/01/22,91,27.46153846,91
1595,20/01/22,21/04/22,Basic,$699,quarterly,13/08/22,91,7.681318681,91
1595,13/08/22,12/11/22,Basic,$1299,quarterly,,91,14.27472527,91
1678,09/02/22,11/05/22,Basic,$699,quarterly,24/05/22,91,7.681318681,91
1678,24/05/22,23/08/22,Basic,$699,quarterly,,91,7.681318681,91
1747,12/05/21,12/05/22,Standard,$4999,yearly,11/05/22,365,13.69589041,363
1747,11/05/22,12/05/23,Standard,$6999,yearly,,366,19.12295082,311
1840,09/08/21,09/08/22,Standard,$4999,yearly,,365,13.69589041,365
1846,13/10/22,12/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
2120,30/01/22,30/01/23,Standard,$6999,yearly,,365,19.17534247,365
2146,01/04/22,01/04/23,Basic,$1999,yearly,,365,5.476712329,351
2170,09/07/22,09/07/23,Basic,$2999,yearly,,365,8.216438356,252
2185,23/01/22,23/01/23,Standard,$6999,yearly,,365,19.17534247,365
2291,11/05/22,10/08/22,Basic,$699,quarterly,,91,7.681318681,91
2346,26/02/22,26/02/23,Basic,$1999,yearly,,365,5.476712329,365
2372,28/12/21,28/12/22,Standard,$6999,yearly,,365,19.17534247,365
2415,18/06/21,18/06/22,Standard,$4999,yearly,,365,13.69589041,365
2444,19/03/22,18/06/22,Basic,$699,quarterly,,91,7.681318681,91
2481,09/02/22,11/05/22,Standard,$2499,quarterly,,91,27.46153846,91
3557,23/09/21,23/12/21,Standard,$2499,quarterly,,91,27.46153846,91
5978,27/07/22,26/10/22,Basic,$1299,quarterly,,91,14.27472527,91
6262,10/03/22,10/03/23,Standard,$6999,yearly,,365,19.17534247,365
8494,01/06/21,01/06/22,Standard,$4999,yearly,07/06/22,365,13.69589041,365
8494,07/06/22,07/06/23,Standard,$6999,yearly,,365,19.17534247,284
9371,24/03/22,24/03/23,Basic,$1999,yearly,,365,5.476712329,359
9903,07/04/22,07/04/23,Basic,$1999,yearly,,365,5.476712329,345
16139,12/07/21,12/07/22,Standard,$4999,yearly,,365,13.69589041,365
17174,12/09/22,12/12/22,Standard,$3999,quarterly,25/11/22,91,43.94505495,73
17174,25/11/22,25/11/23,Standard,$4499.5,yearly,,365,12.32739726,113
21538,24/07/21,24/07/22,Standard,$4999,yearly,,365,13.69589041,365
22235,16/08/21,16/08/22,Standard,$4999,yearly,,365,13.69589041,365
23475,04/01/22,04/01/23,Basic,$1999,yearly,,365,5.476712329,365
24657,08/03/22,07/06/22,Basic,$699,quarterly,24/11/22,91,7.681318681,91
24657,24/11/22,23/02/23,Basic,$1599,quarterly,,91,17.57142857,91
25138,20/06/22,19/09/22,Basic,$699,quarterly,25/06/22,91,7.681318681,4
25138,25/06/22,24/09/22,Standard,$2499,quarterly,,91,27.46153846,91
25626,27/12/22,28/03/23,Premium,$5999.4,quarterly,,91,65.92747253,81
26309,31/08/21,31/08/22,Standard,$6999,yearly,,365,19.17534247,365
26472,28/02/22,28/02/23,Basic,$1999,yearly,,365,5.476712329,365
31074,04/01/22,04/01/23,Basic,$1999,yearly,21/12/22,365,5.476712329,350
31074,21/12/22,21/12/23,Standard,$8999,yearly,,365,24.65479452,87
39528,28/05/22,27/08/22,Basic,$699,quarterly,,91,7.681318681,91
42545,27/01/22,27/01/23,Basic,$1999,yearly,28/12/22,365,5.476712329,334
42545,28/12/22,28/12/23,Standard,$8999,yearly,,365,24.65479452,80
43243,12/10/22,11/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
46291,02/06/21,02/06/22,Standard,$4999,yearly,,365,13.69589041,365
50182,17/08/22,17/08/23,Standard,$8999,yearly,,365,24.65479452,213
50515,10/07/21,10/07/22,Standard,$4999,yearly,,365,13.69589041,365
57452,23/12/22,24/03/23,Standard,$1919.4,quarterly,,91,21.09230769,85
61892,07/03/22,07/03/23,Standard,$6999,yearly,,365,19.17534247,365
67200,10/03/22,10/03/23,Basic,$1999,yearly,,365,5.476712329,365
67791,16/01/23,16/01/24,Premium,$29999,yearly,,365,82.1890411,61
74656,08/05/21,08/05/22,Standard,$4999,yearly,,365,13.69589041,365
75769,22/01/22,22/01/23,Basic,$1999,yearly,,365,5.476712329,365
75922,18/07/22,17/10/22,Basic,$1299,quarterly,,91,14.27472527,91
77014,17/07/21,17/07/22,Standard,$4999,yearly,16/07/22,365,13.69589041,363
77014,16/07/22,17/07/23,Standard,$8999,yearly,,366,24.58743169,245
91742,16/02/22,18/05/22,Standard,$2499,quarterly,,91,27.46153846,91
102376,31/03/22,30/06/22,Standard,$2499,quarterly,30/06/22,91,27.46153846,90
102376,30/06/22,29/09/22,Standard,$2499,quarterly,06/10/22,91,27.46153846,91
102376,06/10/22,05/01/23,Standard,$3999,quarterly,10/01/23,91,43.94505495,91
102376,10/01/23,11/04/23,Standard,$3199,quarterly,,91,35.15384615,67
112229,11/02/22,13/05/22,Basic,$699,quarterly,,91,7.681318681,91
113406,05/07/22,04/10/22,Premium,$10499,quarterly,,91,115.3736264,91
124038,31/01/22,31/01/23,Basic,$1999,yearly,,365,5.476712329,365
124691,08/07/22,07/10/22,Basic,$799,quarterly,,91,8.78021978,91
127928,21/02/22,23/05/22,Basic,$699,quarterly,22/07/22,91,7.681318681,91
127928,22/07/22,21/10/22,Basic,$1299,quarterly,,91,14.27472527,91
130796,08/08/21,08/08/22,Standard,$4999,yearly,,365,13.69589041,365
132308,24/11/22,24/11/23,Standard,$8999,yearly,,365,24.65479452,114
136433,23/10/21,22/01/22,Standard,$2499,quarterly,,91,27.46153846,91
141243,23/12/22,24/03/23,Standard,$1919.4,quarterly,,91,21.09230769,85
148471,08/01/22,09/04/22,Basic,$699,quarterly,11/04/22,91,7.681318681,91
148471,11/04/22,11/07/22,Basic,$699,quarterly,11/07/22,91,7.681318681,90
148471,11/07/22,10/10/22,Basic,$799,quarterly,23/08/22,91,8.78021978,42
148471,23/08/22,22/11/22,Standard,$2999,quarterly,22/11/22,91,32.95604396,90
148471,22/11/22,21/02/23,Basic,$1599,quarterly,26/11/22,91,17.57142857,3
148471,26/11/22,25/02/23,Standard,$1599.5,quarterly,,91,17.57692308,91
149056,04/09/21,04/09/22,Standard,$6999,yearly,,365,19.17534247,365
152526,28/11/22,28/11/23,Standard,$4499.5,yearly,,365,12.32739726,110
153517,11/04/22,11/04/23,Standard,$6999,yearly,,365,19.17534247,341
159391,31/12/21,01/04/22,Standard,$2499,quarterly,,91,27.46153846,91
164644,19/06/22,18/09/22,Basic,$699,quarterly,,91,7.681318681,91
173957,20/04/22,20/07/22,Basic,$699,quarterly,,91,7.681318681,91
176091,16/04/22,16/04/23,Basic,$1999,yearly,,365,5.476712329,336
183094,14/05/22,13/08/22,Basic,$699,quarterly,,91,7.681318681,91
191574,22/09/21,22/12/21,Standard,$2499,quarterly,,91,27.46153846,91
192536,12/03/22,12/03/23,Standard,$6999,yearly,,365,19.17534247,365
207819,05/10/21,04/01/22,Standard,$2499,quarterly,,91,27.46153846,91
210307,23/02/22,25/05/22,Basic,$699,quarterly,,91,7.681318681,91
215952,10/03/22,10/03/23,Standard,$6999,yearly,,365,19.17534247,365
246258,20/01/22,21/04/22,Standard,$2499,quarterly,,91,27.46153846,91
248403,11/08/21,11/08/22,Standard,$4999,yearly,,365,13.69589041,365
266257,07/06/22,07/06/23,Basic,$1999,yearly,,365,5.476712329,284
272711,07/07/22,07/07/23,Standard,$8999,yearly,,365,24.65479452,254
298338,03/09/21,03/09/22,Standard,$4999,yearly,,365,13.69589041,365
302655,27/09/22,27/12/22,Basic,$2099,quarterly,,91,23.06593407,91
305927,13/02/22,15/05/22,Standard,$2499,quarterly,14/08/22,91,27.46153846,91
305927,14/08/22,13/11/22,Standard,$2999,quarterly,,91,32.95604396,91
318762,12/02/22,12/02/23,Basic,$1999,yearly,24/11/22,365,5.476712329,284
318762,24/11/22,24/11/23,Standard,$8999,yearly,,365,24.65479452,114
331740,05/10/21,04/01/22,Standard,$2499,quarterly,05/01/22,91,27.46153846,91
331740,05/01/22,05/01/23,Basic,$1999,yearly,,365,5.476712329,365
337146,12/10/22,11/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
338645,08/07/22,07/10/22,Premium,$10499,quarterly,,91,115.3736264,91
339775,05/01/22,06/04/22,Standard,$2499,quarterly,,91,27.46153846,91
341971,05/07/21,05/07/22,Standard,$4999,yearly,,365,13.69589041,365
348779,14/04/22,14/04/23,Standard,$6999,yearly,,365,19.17534247,338
349431,31/03/22,31/03/23,Standard,$6999,yearly,25/12/22,365,19.17534247,268
349431,25/12/22,25/12/23,Premium,$17999.4,yearly,,365,49.31342466,83
351332,06/01/23,07/04/23,Basic,$1599,quarterly,,91,17.57142857,71
351411,23/03/22,22/06/22,Basic,$699,quarterly,,91,7.681318681,91
355815,23/01/22,23/01/23,Basic,$1999,yearly,,365,5.476712329,365
372729,23/11/21,23/11/22,Standard,$6999,yearly,23/11/22,365,19.17534247,364
372729,23/11/22,23/11/23,Standard,$8999,yearly,29/11/22,365,24.65479452,5
372729,29/11/22,29/11/23,Premium,$14999.5,yearly,,365,41.09452055,109
382427,08/07/22,07/10/22,Standard,$3499,quarterly,,91,38.45054945,91
384392,21/07/22,20/10/22,Standard,$2999,quarterly,,91,32.95604396,91
385673,29/03/22,28/06/22,Basic,$699,quarterly,,91,7.681318681,91
407838,10/07/21,10/07/22,Standard,$4999,yearly,08/07/22,365,13.69589041,362
407838,08/07/22,10/07/23,Standard,$8999,yearly,,367,24.52043597,253
413519,03/02/22,05/05/22,Basic,$699,quarterly,,91,7.681318681,91
422237,22/03/22,22/03/23,Basic,$1999,yearly,,365,5.476712329,361
442987,30/06/21,30/06/22,Standard,$4999,yearly,,365,13.69589041,365
447640,01/08/22,31/10/22,Basic,$1299,quarterly,,91,14.27472527,91
467487,29/08/22,28/11/22,Standard,$2999,quarterly,,91,32.95604396,91
485732,19/12/21,20/03/22,Standard,$2499,quarterly,,91,27.46153846,91
491897,07/07/22,06/10/22,Basic,$799,quarterly,,91,8.78021978,91
495201,12/10/21,11/01/22,Standard,$2499,quarterly,,91,27.46153846,91
495450,12/07/21,12/07/22,Standard,$4999,yearly,,365,13.69589041,365
508554,12/02/22,14/05/22,Basic,$699,quarterly,17/06/22,91,7.681318681,91
508554,17/06/22,16/09/22,Basic,$699,quarterly,01/11/22,91,7.681318681,91
508554,01/11/22,31/01/23,Basic,$1574.25,quarterly,,91,17.29945055,91
521385,30/12/21,30/12/22,Standard,$6999,yearly,,365,19.17534247,365
538001,16/10/21,16/10/22,Standard,$6999,yearly,,365,19.17534247,365
557971,01/07/22,01/07/23,Basic,$2999,yearly,,365,8.216438356,260
558018,06/03/22,06/03/23,Basic,$1999,yearly,,365,5.476712329,365
564331,16/10/22,15/01/23,Basic,$1574.25,quarterly,,91,17.29945055,91
580340,20/01/22,21/04/22,Basic,$699,quarterly,,91,7.681318681,91
580830,21/12/21,22/03/22,Standard,$2499,quarterly,,91,27.46153846,91
589772,08/09/22,08/12/22,Basic,$2099,quarterly,,91,23.06593407,91
602234,21/02/22,23/05/22,Basic,$699,quarterly,01/03/22,91,7.681318681,7
602234,01/03/22,31/05/22,Standard,$2499,quarterly,,91,27.46153846,91
635789,11/03/22,10/06/22,Standard,$2499,quarterly,,91,27.46153846,91
668293,21/04/22,21/04/23,Standard,$6999,yearly,,365,19.17534247,331
680989,04/02/22,06/05/22,Basic,$699,quarterly,21/05/22,91,7.681318681,91
680989,21/05/22,21/05/23,Basic,$1999,yearly,,365,5.476712329,301
721209,23/01/22,23/01/23,Standard,$6999,yearly,,365,19.17534247,365
721543,21/07/21,21/07/22,Standard,$4999,yearly,,365,13.69589041,365
808883,22/12/22,23/03/23,Standard,$1919.4,quarterly,,91,21.09230769,86
811137,06/07/22,06/07/23,Standard,$8999,yearly,,365,24.65479452,255
825165,09/08/21,09/08/22,Standard,$4999,yearly,,365,13.69589041,365
842908,18/11/22,17/02/23,Basic,$1599,quarterly,,91,17.57142857,91
864766,28/04/22,28/04/23,Standard,$6999,yearly,,365,19.17534247,324
876646,29/04/22,29/04/23,Standard,$6999,yearly,,365,19.17534247,323
918107,22/04/22,22/07/22,Basic,$699,quarterly,,91,7.681318681,91
1070100,06/12/22,07/03/23,Basic,$1599,quarterly,,91,17.57142857,91
1143304,11/04/22,11/07/22,Basic,$699,quarterly,,91,7.681318681,91
1175665,24/11/22,23/02/23,Basic,$1599,quarterly,,91,17.57142857,91
1185102,16/05/22,15/08/22,Standard,$2499,quarterly,,91,27.46153846,91
1232164,03/09/22,05/09/23,Standard,$8999,yearly,,367,24.52043597,196
1244956,18/02/22,20/05/22,Basic,$699,quarterly,,91,7.681318681,91
1249179,30/11/22,01/03/23,Premium,$4999.5,quarterly,,91,54.93956044,91
1300004,28/10/21,27/01/22,Standard,$2499,quarterly,27/01/22,91,27.46153846,90
1300004,27/01/22,28/04/22,Standard,$2499,quarterly,09/07/22,91,27.46153846,91
1300004,09/07/22,09/07/23,Standard,$8999,yearly,,365,24.65479452,252
1319468,10/08/22,09/11/22,Standard,$2999,quarterly,09/11/22,91,32.95604396,90
1319468,09/11/22,09/02/23,Standard,$3999,quarterly,,92,43.4673913,92
1325894,03/02/22,03/02/23,Basic,$1999,yearly,,365,5.476712329,365
1330906,22/09/21,22/09/22,Standard,$6999,yearly,,365,19.17534247,365
1349619,25/03/22,24/06/22,Basic,$699,quarterly,,91,7.681318681,91
1433593,16/02/22,18/05/22,Basic,$699,quarterly,,91,7.681318681,91
1536134,21/12/22,21/12/23,Standard,$8999,yearly,,365,24.65479452,87
1636963,13/03/22,12/06/22,Basic,$699,quarterly,06/04/22,91,7.681318681,23
1636963,06/04/22,06/04/23,Standard,$6999,yearly,,365,19.17534247,346
1657685,10/03/22,10/03/23,Basic,$1999,yearly,,365,5.476712329,365
1659483,19/07/22,19/07/23,Basic,$3999,yearly,,365,10.95616438,242
1659597,01/11/22,31/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
1676588,08/07/22,07/10/22,Basic,$799,quarterly,,91,8.78021978,91
1723201,09/03/22,08/06/22,Basic,$699,quarterly,,91,7.681318681,91
1812030,27/07/22,27/07/23,Standard,$8999,yearly,,365,24.65479452,234
1890255,23/01/22,24/04/22,Basic,$699,quarterly,,91,7.681318681,91
2125314,12/05/21,12/05/22,Standard,$4999,yearly,12/05/22,365,13.69589041,364
2125314,12/05/22,11/08/22,Basic,$699,quarterly,,91,7.681318681,91
2161606,23/02/22,23/02/23,Basic,$1999,yearly,,365,5.476712329,365
2319965,21/02/22,21/02/23,Basic,$1999,yearly,,365,5.476712329,365
2372826,02/06/22,01/09/22,Standard,$2499,quarterly,,91,27.46153846,91
2386633,15/05/22,15/05/23,Standard,$6999,yearly,,365,19.17534247,307
2416196,19/11/22,18/02/23,Basic,$1599,quarterly,,91,17.57142857,91
2493348,05/07/21,05/07/22,Standard,$4999,yearly,,365,13.69589041,365
2512495,06/02/22,08/05/22,Basic,$699,quarterly,04/06/22,91,7.681318681,91
2512495,04/06/22,03/09/22,Basic,$699,quarterly,,91,7.681318681,91
2529283,10/01/22,10/01/23,Basic,$1999,yearly,,365,5.476712329,365
2551416,27/04/22,27/07/22,Standard,$2499,quarterly,,91,27.46153846,91
2603863,12/08/21,12/08/22,Standard,$4999,yearly,,365,13.69589041,365
2614209,09/08/22,08/11/22,Standard,$2999,quarterly,23/08/22,91,32.95604396,13
2614209,23/08/22,17/08/23,Premium,$29999,yearly,,359,83.56267409,207
2809535,13/09/22,13/12/22,Basic,$2099,quarterly,,91,23.06593407,91
2816420,16/11/21,16/11/22,Standard,$6999,yearly,16/11/22,365,19.17534247,364
2816420,16/11/22,16/11/23,Standard,$8999,yearly,,365,24.65479452,122
2831957,02/03/22,02/03/23,Basic,$1999,yearly,,365,5.476712329,365
2852902,20/06/22,20/06/23,Basic,$1999,yearly,,365,5.476712329,271
2889441,08/09/21,08/09/22,Standard,$6999,yearly,28/10/22,365,19.17534247,365
2889441,28/10/22,28/10/23,Standard,$8999.25,yearly,,365,24.65547945,141
2908161,08/05/21,08/05/22,Standard,$4999,yearly,14/05/22,365,13.69589041,365
2908161,14/05/22,14/05/23,Standard,$6999,yearly,,365,19.17534247,308
2959929,22/03/22,22/03/23,Basic,$1999,yearly,,365,5.476712329,361
2995691,03/05/22,03/05/23,Standard,$6999,yearly,,365,19.17534247,319
2997556,30/11/22,30/11/23,Premium,$14999.5,yearly,,365,41.09452055,108
3028020,09/04/22,09/07/22,Standard,$2499,quarterly,,91,27.46153846,91
3152776,31/03/22,30/06/22,Basic,$699,quarterly,,91,7.681318681,91
3158027,29/07/22,28/10/22,Basic,$1299,quarterly,24/10/22,91,14.27472527,86
3158027,24/10/22,24/10/23,Basic,$4499.25,yearly,,365,12.32671233,145
3202159,16/10/22,15/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
3282937,02/06/21,02/06/22,Standard,$4999,yearly,30/05/22,365,13.69589041,361
3282937,30/05/22,02/06/23,Standard,$6999,yearly,,368,19.01902174,292
3346681,17/02/22,19/05/22,Basic,$699,quarterly,22/08/22,91,7.681318681,91
3346681,22/08/22,21/11/22,Basic,$1299,quarterly,31/12/22,91,14.27472527,91
3346681,31/12/22,01/04/23,Basic,$1599,quarterly,,91,17.57142857,77
3383819,07/08/22,06/11/22,Basic,$1299,quarterly,,91,14.27472527,91
3460202,13/03/22,12/06/22,Basic,$699,quarterly,,91,7.681318681,91
3549625,04/02/22,04/02/23,Standard,$6999,yearly,,365,19.17534247,365
3563715,08/07/21,08/07/22,Standard,$4999,yearly,,365,13.69589041,365
3564248,30/11/21,30/11/22,Standard,$6999,yearly,,365,19.17534247,365
3572866,26/04/21,26/04/22,Standard,$4999,yearly,,365,13.69589041,365
3598696,03/01/22,04/04/22,Basic,$699,quarterly,13/08/22,91,7.681318681,91
3598696,13/08/22,12/11/22,Basic,$1299,quarterly,16/01/23,91,14.27472527,91
3598696,16/01/23,17/04/23,Standard,$3199,quarterly,,91,35.15384615,61
3696211,30/08/22,29/11/22,Basic,$1299,quarterly,,91,14.27472527,91
3748290,31/12/21,31/12/22,Standard,$6999,yearly,,365,19.17534247,365
3791562,07/04/22,07/07/22,Standard,$2499,quarterly,07/07/22,91,27.46153846,90
3791562,07/07/22,07/07/23,Standard,$8999,yearly,,365,24.65479452,254
3845811,02/11/21,01/02/22,Standard,$2499,quarterly,,91,27.46153846,91
3845925,13/09/22,13/12/22,Standard,$3999,quarterly,,91,43.94505495,91
3847557,09/12/22,10/03/23,Basic,$1599,quarterly,,91,17.57142857,91
3847609,26/02/22,26/02/23,Standard,$6999,yearly,,365,19.17534247,365
3869145,08/11/21,07/02/22,Standard,$2499,quarterly,,91,27.46153846,91
3905289,21/12/22,21/12/23,Premium,$17999.4,yearly,,365,49.31342466,87
3927780,29/07/22,28/10/22,Basic,$1299,quarterly,,91,14.27472527,91
3952730,17/10/22,17/10/23,Basic,$4499.25,yearly,26/11/22,365,12.32671233,39
3952730,26/11/22,26/11/23,Standard,$4499.5,yearly,,365,12.32739726,112
4022898,29/06/21,29/06/22,Standard,$4999,yearly,,365,13.69589041,365
4053022,14/03/22,14/03/23,Standard,$6999,yearly,,365,19.17534247,365
4101643,29/07/21,29/07/22,Standard,$4999,yearly,,365,13.69589041,365
4115961,19/01/22,20/04/22,Standard,$2499,quarterly,,91,27.46153846,91
4190423,08/01/23,09/04/23,Basic,$1599,quarterly,,91,17.57142857,69
4217237,02/04/22,02/04/23,Basic,$1999,yearly,,365,5.476712329,350
4237097,29/07/21,29/07/22,Standard,$4999,yearly,,365,13.69589041,365
4256459,05/04/22,05/07/22,Basic,$699,quarterly,24/06/22,91,7.681318681,79
4256459,24/06/22,23/09/22,Standard,$2499,quarterly,,91,27.46153846,91
4335836,08/02/22,10/05/22,Basic,$699,quarterly,28/07/22,91,7.681318681,91
4335836,28/07/22,27/10/22,Basic,$1299,quarterly,29/10/22,91,14.27472527,91
4335836,29/10/22,28/01/23,Basic,$1574.25,quarterly,,91,17.29945055,91
4337423,06/05/22,05/08/22,Basic,$699,quarterly,,91,7.681318681,91
4388757,12/06/21,12/06/22,Standard,$4999,yearly,,365,13.69589041,365
4445085,23/02/22,23/02/23,Basic,$1999,yearly,,365,5.476712329,365
4516223,17/06/21,17/06/22,Standard,$4999,yearly,,365,13.69589041,365
4559784,18/07/22,17/10/22,Basic,$1299,quarterly,,91,14.27472527,91
4593976,17/07/21,17/07/22,Standard,$4999,yearly,,365,13.69589041,365
4606084,03/03/22,02/06/22,Basic,$699,quarterly,01/10/22,91,7.681318681,91
4606084,01/10/22,31/12/22,Basic,$2099,quarterly,,91,23.06593407,91
4638111,17/05/21,17/05/22,Standard,$4999,yearly,25/05/22,365,13.69589041,365
4638111,25/05/22,25/05/23,Standard,$6999,yearly,,365,19.17534247,297
4654364,24/10/22,23/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
4761911,27/02/22,29/05/22,Basic,$699,quarterly,26/06/22,91,7.681318681,91
4761911,26/06/22,25/09/22,Basic,$699,quarterly,,91,7.681318681,91
4813053,13/02/22,13/02/23,Basic,$1999,yearly,,365,5.476712329,365
4816563,04/01/22,05/04/22,Basic,$699,quarterly,,91,7.681318681,91
4876087,08/12/22,09/03/23,Standard,$3199,quarterly,,91,35.15384615,91
4916771,01/11/22,31/01/23,Basic,$1574.25,quarterly,,91,17.29945055,91
4971093,15/04/22,15/07/22,Basic,$699,quarterly,15/07/22,91,7.681318681,90
4971093,15/07/22,14/10/22,Basic,$1299,quarterly,,91,14.27472527,91
4986756,01/08/22,31/10/22,Basic,$1299,quarterly,,91,14.27472527,91
5003181,22/06/21,22/06/22,Standard,$4999,yearly,,365,13.69589041,365
5050557,06/04/22,06/07/22,Standard,$2499,quarterly,,91,27.46153846,91
5053985,05/08/22,04/11/22,Basic,$1299,quarterly,,91,14.27472527,91
5079170,01/07/22,30/09/22,Basic,$699,quarterly,,91,7.681318681,91
5092479,04/01/22,04/01/23,Basic,$1999,yearly,,365,5.476712329,365
5157122,10/02/22,10/02/23,Standard,$6999,yearly,,365,19.17534247,365
5195884,26/03/22,25/06/22,Basic,$699,quarterly,,91,7.681318681,91
5226447,22/07/21,22/07/22,Standard,$4999,yearly,,365,13.69589041,365
5286793,31/05/22,30/08/22,Basic,$699,quarterly,,91,7.681318681,91
5323524,25/04/22,25/04/23,Basic,$1999,yearly,,365,5.476712329,327
5345444,12/06/22,11/09/22,Basic,$699,quarterly,,91,7.681318681,91
5350986,18/02/22,20/05/22,Basic,$699,quarterly,,91,7.681318681,91
5351692,16/11/21,15/02/22,Standard,$2499,quarterly,29/07/22,91,27.46153846,91
5351692,29/07/22,28/10/22,Standard,$2999,quarterly,28/10/22,91,32.95604396,90
5351692,28/10/22,27/01/23,Standard,$2999.25,quarterly,,91,32.95879121,91
5390928,05/03/22,04/06/22,Standard,$2499,quarterly,11/06/22,91,27.46153846,91
5390928,11/06/22,11/06/23,Standard,$6999,yearly,,365,19.17534247,280
5398512,19/08/22,18/11/22,Basic,$1299,quarterly,18/11/22,91,14.27472527,90
5398512,18/11/22,17/02/23,Basic,$1599,quarterly,,91,17.57142857,91
5470430,28/06/21,28/06/22,Standard,$4999,yearly,,365,13.69589041,365
5600253,04/01/22,04/01/23,Standard,$6999,yearly,,365,19.17534247,365
5613737,06/04/22,06/07/22,Basic,$699,quarterly,06/10/22,91,7.681318681,91
